,#,Date,Category,Winner,Movie,Wikipedia_URL
3703,91st,"February 24, 2019",Best Sound Editing,True,Bohemian Rhapsody,https://en.wikipedia.org/wiki/91st_Academy_Awards
3704,91st,"February 24, 2019",Best Sound Editing,False,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3705,91st,"February 24, 2019",Best Sound Editing,False,First Man,https://en.wikipedia.org/wiki/91st_Academy_Awards
3706,91st,"February 24, 2019",Best Sound Editing,False,A Quiet Place,https://en.wikipedia.org/wiki/91st_Academy_Awards
3707,91st,"February 24, 2019",Best Sound Editing,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3708,91st,"February 24, 2019",Best Sound Mixing,True,Bohemian Rhapsody,https://en.wikipedia.org/wiki/91st_Academy_Awards
3709,91st,"February 24, 2019",Best Sound Mixing,False,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3710,91st,"February 24, 2019",Best Sound Mixing,False,First Man,https://en.wikipedia.org/wiki/91st_Academy_Awards
3711,91st,"February 24, 2019",Best Sound Mixing,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3712,91st,"February 24, 2019",Best Sound Mixing,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3713,91st,"February 24, 2019",Best Production Design,True,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3714,91st,"February 24, 2019",Best Production Design,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3715,91st,"February 24, 2019",Best Production Design,False,First Man,https://en.wikipedia.org/wiki/91st_Academy_Awards
3716,91st,"February 24, 2019",Best Production Design,False,Mary Poppins Returns,https://en.wikipedia.org/wiki/91st_Academy_Awards
3717,91st,"February 24, 2019",Best Production Design,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3718,91st,"February 24, 2019",Best Cinematography,True,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3719,91st,"February 24, 2019",Best Cinematography,False,Cold War,https://en.wikipedia.org/wiki/91st_Academy_Awards
3720,91st,"February 24, 2019",Best Cinematography,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3721,91st,"February 24, 2019",Best Cinematography,False,Never Look Away,https://en.wikipedia.org/wiki/91st_Academy_Awards
3722,91st,"February 24, 2019",Best Cinematography,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3723,91st,"February 24, 2019",Best Makeup and Hairstyling,True,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3724,91st,"February 24, 2019",Best Makeup and Hairstyling,False,Border,https://en.wikipedia.org/wiki/91st_Academy_Awards
3725,91st,"February 24, 2019",Best Makeup and Hairstyling,False,Mary Queen of Scots,https://en.wikipedia.org/wiki/91st_Academy_Awards
3726,91st,"February 24, 2019",Best Costume Design,True,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3727,91st,"February 24, 2019",Best Costume Design,False,The Ballad of Buster Scruggs,https://en.wikipedia.org/wiki/91st_Academy_Awards
3728,91st,"February 24, 2019",Best Costume Design,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3729,91st,"February 24, 2019",Best Costume Design,False,Mary Poppins Returns,https://en.wikipedia.org/wiki/91st_Academy_Awards
3730,91st,"February 24, 2019",Best Costume Design,False,Mary Queen of Scots,https://en.wikipedia.org/wiki/91st_Academy_Awards
3731,91st,"February 24, 2019",Best Film Editing,True,Bohemian Rhapsody,https://en.wikipedia.org/wiki/91st_Academy_Awards
3732,91st,"February 24, 2019",Best Film Editing,False,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3733,91st,"February 24, 2019",Best Film Editing,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3734,91st,"February 24, 2019",Best Film Editing,False,Green Book,https://en.wikipedia.org/wiki/91st_Academy_Awards
3735,91st,"February 24, 2019",Best Film Editing,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3736,91st,"February 24, 2019",Best Visual Effects,True,First Man,https://en.wikipedia.org/wiki/91st_Academy_Awards
3737,91st,"February 24, 2019",Best Visual Effects,False,Avengers: Infinity War,https://en.wikipedia.org/wiki/91st_Academy_Awards
3738,91st,"February 24, 2019",Best Visual Effects,False,Christopher Robin,https://en.wikipedia.org/wiki/91st_Academy_Awards
3739,91st,"February 24, 2019",Best Visual Effects,False,Ready Player One,https://en.wikipedia.org/wiki/91st_Academy_Awards
3740,91st,"February 24, 2019",Best Visual Effects,False,Solo: A Star Wars Story,https://en.wikipedia.org/wiki/91st_Academy_Awards
3741,92nd,"February 9, 2020",Best Picture,True,Parasite,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3742,92nd,"February 9, 2020",Best Picture,False,Ford v Ferrari,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3743,92nd,"February 9, 2020",Best Picture,False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3744,92nd,"February 9, 2020",Best Picture,False,Jojo Rabbit,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3745,92nd,"February 9, 2020",Best Picture,False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3746,92nd,"February 9, 2020",Best Picture,False,Little Women,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3747,92nd,"February 9, 2020",Best Picture,False,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3748,92nd,"February 9, 2020",Best Picture,False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3749,92nd,"February 9, 2020",Best Picture,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3750,92nd,"February 9, 2020",Best Directing,True,Parasite,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3751,92nd,"February 9, 2020",Best Directing,False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3752,92nd,"February 9, 2020",Best Directing,False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3753,92nd,"February 9, 2020",Best Directing,False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3754,92nd,"February 9, 2020",Best Directing,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3755,92nd,"February 9, 2020",Best Actor in a Leading Role,True,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3756,92nd,"February 9, 2020",Best Actor in a Leading Role,False,Pain and Glory,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3757,92nd,"February 9, 2020",Best Actor in a Leading Role,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3758,92nd,"February 9, 2020",Best Actor in a Leading Role,False,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3759,92nd,"February 9, 2020",Best Actor in a Leading Role,False,The Two Popes,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3760,92nd,"February 9, 2020",Best Actress in a Leading Role,True,Judy,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3761,92nd,"February 9, 2020",Best Actress in a Leading Role,False,Harriet,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3762,92nd,"February 9, 2020",Best Actress in a Leading Role,False,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3763,92nd,"February 9, 2020",Best Actress in a Leading Role,False,Little Women,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3764,92nd,"February 9, 2020",Best Actress in a Leading Role,False,Bombshell,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3765,92nd,"February 9, 2020",Best Actor in a Supporting Role,True,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3766,92nd,"February 9, 2020",Best Actor in a Supporting Role,False,A Beautiful Day in the Neighborhood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3767,92nd,"February 9, 2020",Best Actor in a Supporting Role,False,The Two Popes,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3768,92nd,"February 9, 2020",Best Actor in a Supporting Role,False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3769,92nd,"February 9, 2020",Best Actress in a Supporting Role,True,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3770,92nd,"February 9, 2020",Best Actress in a Supporting Role,False,Richard Jewell,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3771,92nd,"February 9, 2020",Best Actress in a Supporting Role,False,Jojo Rabbit,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3772,92nd,"February 9, 2020",Best Actress in a Supporting Role,False,Little Women,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3773,92nd,"February 9, 2020",Best Actress in a Supporting Role,False,Bombshell,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3774,92nd,"February 9, 2020",Best Writing (Original Screenplay),True,Parasite,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3775,92nd,"February 9, 2020",Best Writing (Original Screenplay),False,Knives Out,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3776,92nd,"February 9, 2020",Best Writing (Original Screenplay),False,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3777,92nd,"February 9, 2020",Best Writing (Original Screenplay),False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3778,92nd,"February 9, 2020",Best Writing (Original Screenplay),False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3779,92nd,"February 9, 2020",Best Writing (Adapted Screenplay),True,Jojo Rabbit,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3780,92nd,"February 9, 2020",Best Writing (Adapted Screenplay),False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3781,92nd,"February 9, 2020",Best Writing (Adapted Screenplay),False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3782,92nd,"February 9, 2020",Best Writing (Adapted Screenplay),False,Little Women,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3783,92nd,"February 9, 2020",Best Writing (Adapted Screenplay),False,The Two Popes,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3784,92nd,"February 9, 2020",Best Animated Feature Film,True,Toy Story 4,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3785,92nd,"February 9, 2020",Best Animated Feature Film,False,How to Train Your Dragon: The Hidden World,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3786,92nd,"February 9, 2020",Best Animated Feature Film,False,I Lost My Body,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3787,92nd,"February 9, 2020",Best Animated Feature Film,False,Klaus,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3788,92nd,"February 9, 2020",Best Animated Feature Film,False,Missing Link,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3789,92nd,"February 9, 2020",Best International Feature Film,True,Parasite,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3790,92nd,"February 9, 2020",Best International Feature Film,False,Corpus Christi,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3791,92nd,"February 9, 2020",Best International Feature Film,False,Honeyland,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3792,92nd,"February 9, 2020",Best International Feature Film,False,Les Misérables,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3793,92nd,"February 9, 2020",Best International Feature Film,False,Pain and Glory,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3794,92nd,"February 9, 2020",Best Documentary (Feature),True,American Factory,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3795,92nd,"February 9, 2020",Best Documentary (Feature),False,The Cave,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3796,92nd,"February 9, 2020",Best Documentary (Feature),False,The Edge of Democracy,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3797,92nd,"February 9, 2020",Best Documentary (Feature),False,For Sama,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3798,92nd,"February 9, 2020",Best Documentary (Feature),False,Honeyland,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3799,92nd,"February 9, 2020",Best Documentary (Short Subject),True,Learning to Skateboard in a Warzone (If You're a Girl),https://en.wikipedia.org/wiki/92nd_Academy_Awards
3800,92nd,"February 9, 2020",Best Documentary (Short Subject),False,In the Absence,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3801,92nd,"February 9, 2020",Best Documentary (Short Subject),False,Life Overtakes Me,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3802,92nd,"February 9, 2020",Best Documentary (Short Subject),False,St. Louis Superman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3803,92nd,"February 9, 2020",Best Documentary (Short Subject),False,Walk Run Cha-Cha,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3804,92nd,"February 9, 2020",Best Short Film (Live Action),True,The Neighbors' Window,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3805,92nd,"February 9, 2020",Best Short Film (Live Action),False,Brotherhood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3806,92nd,"February 9, 2020",Best Short Film (Live Action),False,Nefta Football Club,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3807,92nd,"February 9, 2020",Best Short Film (Live Action),False,A Sister,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3808,92nd,"February 9, 2020",Best Short Film (Animated),True,Hair Love,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3809,92nd,"February 9, 2020",Best Short Film (Animated),False,Dcera (Daughter),https://en.wikipedia.org/wiki/92nd_Academy_Awards
3810,92nd,"February 9, 2020",Best Short Film (Animated),False,Kitbull,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3811,92nd,"February 9, 2020",Best Short Film (Animated),False,Mémorable,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3812,92nd,"February 9, 2020",Best Short Film (Animated),False,Sister,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3813,92nd,"February 9, 2020",Best Music (Original Score),True,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3814,92nd,"February 9, 2020",Best Music (Original Score),False,Little Women,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3815,92nd,"February 9, 2020",Best Music (Original Score),False,Marriage Story,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3816,92nd,"February 9, 2020",Best Music (Original Score),False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3817,92nd,"February 9, 2020",Best Music (Original Score),False,Star Wars: The Rise of Skywalker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3818,92nd,"February 9, 2020",Best Music (Original Song),True,Rocketman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3819,92nd,"February 9, 2020",Best Music (Original Song),False,Toy Story 4,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3820,92nd,"February 9, 2020",Best Music (Original Song),False,Breakthrough,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3821,92nd,"February 9, 2020",Best Music (Original Song),False,Frozen II,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3822,92nd,"February 9, 2020",Best Music (Original Song),False,Harriet,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3823,92nd,"February 9, 2020",Best Sound Editing,True,Ford v Ferrari,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3824,92nd,"February 9, 2020",Best Sound Editing,False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3825,92nd,"February 9, 2020",Best Sound Editing,False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3826,92nd,"February 9, 2020",Best Sound Editing,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3827,92nd,"February 9, 2020",Best Sound Editing,False,Star Wars: The Rise of Skywalker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3828,92nd,"February 9, 2020",Best Sound Mixing,True,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3829,92nd,"February 9, 2020",Best Sound Mixing,False,Ad Astra,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3830,92nd,"February 9, 2020",Best Sound Mixing,False,Ford v Ferrari,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3831,92nd,"February 9, 2020",Best Sound Mixing,False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3832,92nd,"February 9, 2020",Best Sound Mixing,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3833,92nd,"February 9, 2020",Best Production Design,True,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3834,92nd,"February 9, 2020",Best Production Design,False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3835,92nd,"February 9, 2020",Best Production Design,False,Jojo Rabbit,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3836,92nd,"February 9, 2020",Best Production Design,False,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3837,92nd,"February 9, 2020",Best Production Design,False,Parasite,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3838,92nd,"February 9, 2020",Best Cinematography,True,1917,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3839,92nd,"February 9, 2020",Best Cinematography,False,The Irishman,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3840,92nd,"February 9, 2020",Best Cinematography,False,Joker,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3841,92nd,"February 9, 2020",Best Cinematography,False,The Lighthouse,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3842,92nd,"February 9, 2020",Best Cinematography,False,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/92nd_Academy_Awards
3843,92nd,"February 9, 2020",Best Makeup and Hairstyling,True,Bombshell,https://en.wikipedia.org/wiki/92nd_Academy_Awards
